"","lat","1","2","3","4","5","6","7","8","9","10","11","12"
"1",90,16.102014541626,14.9158754348755,14.1321887969971,13.8976020812988,16.1910572052002,22.6953506469727,28.9812660217285,30.810453414917,27.4209289550781,23.1786098480225,20.1640892028809,17.85817527771
"2",87.5,16.0965821146965,14.9022078315417,14.1161589523156,13.8805905779203,16.1190134882927,22.5325629711151,28.821549475193,30.7113851904869,27.4512888391813,23.2156556049983,20.1771670182546,17.8645140528679
"3",85,16.0637713372707,14.8545316755772,14.0639013250669,13.8552473783493,16.1801210244497,22.5232145984968,28.8838041822116,30.8425386150678,27.633135676384,23.3479172587395,20.206570704778,17.8559605280558
"4",82.5,15.9155969112477,14.6904905501832,13.9100759993208,13.7826842044262,16.3599931838665,22.67048870249,29.0933827948063,31.0837032236951,27.8170711841989,23.4426851475492,20.1572737186513,17.742335319519
"5",80,15.6170624722256,14.3183273465446,13.5143306817901,13.5670403898432,16.7001792821991,23.2932677322559,29.7406668287984,31.4561587773012,27.9169879227542,23.3909746234337,19.9835105210208,17.5101470947266
"6",77.5,15.7766364415487,14.2586899484907,13.3511211077372,13.6380427451361,17.2659777232579,24.6159590766543,30.7965698696318,31.8414932886759,28.4325934364682,23.817860966637,20.3545813787551,17.8272580646333
"7",75,16.6624050140381,14.9105437823704,13.7650928497314,13.9874201502119,17.3749170303345,24.6697696958269,30.8946387427194,31.9539270401001,29.3629416057042,24.9695574896676,21.4472618103027,18.8319101333618
"8",72.5,17.0953381856283,15.4350442356533,14.3710282643636,14.7167761060927,18.3492248323229,25.6715102725559,31.5950143602159,32.4198593563504,29.9588159985012,25.4939790301853,21.8607347276476,19.2332028283013
"9",70,17.7747237205505,16.25074467659,15.3728386878967,15.8523653030396,19.5080780029297,26.37610912323,31.9781899452209,32.9792574882507,30.7852828979492,26.3573976516724,22.6118022918701,19.8800586700439
"10",67.5,18.9430300671121,17.6400437147721,16.9447087412295,17.3994616632876,20.6768255648406,26.4389197308084,31.5599832120149,33.1977628624958,31.5674897069516,27.4725986978282,23.7822444749915,20.9762655341107
"11",65,19.5639797026111,18.2976760248984,17.7143355954078,18.3024499031805,21.4446034585276,26.6769232596121,31.5253073784613,33.4195703075778,32.1441646083709,28.3152569186303,24.6076266996322,21.6488520099271
