"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",NA
"11",13.773708820343
"12",14.6846812502543
"13",15.5956536801656
"14",16.2550802225945
"15",16.6629608775408
"16",17.0581884017357
"17",17.3513421453166
"18",17.6444958888975
"19",17.8577801571195
"20",17.981074741303
"21",18.08281149183
"22",18.2414021580159
"23",18.3999928242018
"24",18.5458666703753
"25",18.6790236965364
"26",18.8121807226974
"27",19.1350887696973
"28",19.4579968166972
"29",19.7725969036547
"30",20.07888903057
"31",20.3851811574853
"32",20.6792116909541
"33",20.9732422244228
"34",21.3053200199491
"35",21.6754450775328
"36",22.0455701351166
"37",22.5226807389941
"38",22.9997913428716
"39",23.4730259631469
"40",23.9423845998202
"41",24.4117432364935
"42",24.957871531233
"43",25.5039998259725
"44",26.0651458848277
"45",26.6413097077985
"46",27.2174735307693
"47",27.6943896532059
"48",28.1713057756424
"49",28.6583883307252
"50",29.1556373184542
"51",29.6528863061832
"52",30.1745149496661
"53",30.696143593149
"54",31.2137955446732
"55",31.7274708042389
"56",32.2411460638046
"57",32.6717840396352
"58",33.1024220154659
"59",33.5446967894772
"60",33.9986083616693
"61",34.4525199338614
"62",34.8444241206785
"63",35.2363283074956
"64",35.6027655486363
"65",35.9437358441004
"66",36.2847061395645
"67",36.6011463826379
"68",36.9175866257114
"69",37.2302262871502
"70",37.5390653669545
"71",37.8479044467588
"72",38.1342132256349
"73",38.420522004511
"74",38.7118221378231
"75",39.0081136255712
"76",39.3044051133193
"77",39.6072147778754
"78",39.9100244424315
"79",40.2125516682566
"80",40.5147964553507
"81",40.8170412424448
"82",41.0133649259
"83",41.2096886093552
"84",41.3692113515493
"85",41.4919331524823
"86",41.6146549534153
"87",41.6560303352974
"88",41.6974057171795
"89",41.7226998406487
"90",41.731912705705
"91",41.7411255707612
"92",41.9852694857944
"93",42.2294134008276
"94",42.410356563992
"95",42.3391875690884
"96",42.207413620419
"97",42.0023842684428
"98",41.7830394867791
"99",41.5563820013749
"100",41.3237761310778
"101",41.0911702607807
"102",40.7468376561215
"103",40.4025050514623
"104",40.0289348602295
"105",39.6261270824232
"106",39.2233193046168
"107",38.7736604313775
"108",38.3240015581382
"109",37.9087290908764
"110",37.5278430295919
"111",37.1469569683075
"112",36.8206060401304
"113",36.4942551119533
"114",36.1727321512905
"115",35.8560371581419
"116",35.5393421649933
"117",35.2169300591504
"118",34.8945179533075
"119",34.5662729000162
"120",34.2321948992765
"121",33.8981168985367
"122",33.4628315310865
"123",33.0275461636363
"124",32.5547536178264
"125",32.0444538936568
"126",31.5341541694872
"127",30.9897272143546
"128",30.4453002592219
"129",29.8899879654798
"130",29.3237903331282
"131",28.7575927007766
"132",28.2288219501446
"133",27.7000511995126
"134",27.1342377284905
"135",26.5313815370783
"136",25.9285253456661
"137",25.3381583571135
"138",24.747791368561
"139",24.1862921626868
"140",23.6536607394911
"141",23.1210293162953
"142",22.5787657221014
"143",22.0365021279075
"144",21.4970721446909
"145",20.9604757724518
"146",20.4238794002127
"147",20.0495935521227
"148",19.6753077040327
"149",19.328267156903
"150",19.0084719107337
"151",18.6886766645643
"152",18.5473186479535
"153",18.4059606313426
"154",18.2110924175113
"155",17.9627140064596
"156",17.7143355954078
"157",17.4064848537365
"158",17.0986341120652
"159",16.6303347305629
"160",16.0015867092298
"161",15.3728386878967
"162",14.9721145184835
"163",14.5713903490702
"164",14.2498411814372
"165",14.0074670155843
"166",13.7650928497314
"167",13.5995041529337
"168",13.433915456136
"169",13.3837630225478
"170",13.4490468521689
"171",13.5143306817901
"172",13.6532979156764
"173",13.7395554415096
"174",13.7971968392108
"175",13.8262221087801
"176",13.8552473783493
"177",13.8653846581777
"178",13.8755219380061
"179",13.883992878596
"180",13.8907974799474
"181",13.8976020812988
