"","lat","1","2","3","4","5","6","7","8","9","10","11","12"
"19",45,18.1938833849771,17.1551451172147,16.9124315636499,17.6745601892471,19.7861378192902,23.1019643034254,26.3196460860116,28.1007749693734,27.4880469867161,25.1225896903447,22.3985867159707,20.0096232209887
"20",42.5,19.9802633458918,19.0044504685835,18.761393772472,19.4298477346247,21.3840940648859,24.4421619068493,27.3691764831543,29.0887812874534,28.6981734882702,26.6065849997781,24.037903733687,21.7249859896573
"21",40,21.4305300334143,20.5214136819991,20.3092194511777,20.9600291176448,22.8703348371718,25.8027900514149,28.5681230756972,30.1613301776704,29.8333558884878,27.8865044306195,25.3733425140381,23.1017747001042
"22",37.5,22.8742728387156,22.0254686724755,21.886643901948,22.5886243081862,24.4315212003646,27.1114908033802,29.6023065197852,31.0305591091033,30.8654226487683,29.1480641211233,26.7680111239033,24.5086634851271
"23",35,24.239622520678,23.3888139435739,23.2697494969223,23.975123463255,25.7184531760938,28.1545183875344,30.4318958629261,31.7965962670066,31.7569444540775,30.2515832727606,28.0356125398116,25.8626316532944
"24",32.5,25.697952038533,24.8613914799046,24.7332652839454,25.4099097896267,27.0293951807795,29.2302317748199,31.3054609556456,32.5706455385363,32.5891413817535,31.291113337955,29.280592969946,27.2482203148507
"25",30,26.9168061256409,26.0927621364593,25.9542819738388,26.6003073692322,28.104221868515,30.1020198106766,32.0280105352402,33.2165228128433,33.2914024353027,32.1829209566116,30.3495631456375,28.42226998806
"26",27.5,27.7945697219284,27.0104302535822,26.8633302759241,27.4357224452643,28.7546172907323,30.518291261461,32.3068639260751,33.4177329687425,33.551080044405,32.6326622668608,30.9919903366654,29.2088726891412
"27",25,28.7247099637985,27.9904746770859,27.8512295007706,28.3247197628021,29.3889467000961,30.8300759077072,32.4225054264069,33.4842848062515,33.707021689415,33.0171491622925,31.6260895967484,30.030775141716
"28",22.5,29.5841285093331,28.9003512535566,28.7656893318082,29.1516060299344,29.9873033923867,31.1106816986461,32.426074275264,33.4319488855056,33.7627796361476,33.3040389072748,32.1673358163716,30.7770536681752
"29",20,30.3973588943481,29.782345867157,29.6914903879166,30.0477180719376,30.7175936222076,31.5911450147629,32.617351770401,33.5119736194611,33.9295147418976,33.664115858078,32.7276243686676,31.4901689767838
"30",17.5,31.2915631579114,30.7569779235047,30.7264008707814,31.0720764011532,31.6014850665997,32.2626613765568,33.0137902049275,33.7243639710662,34.1629809094714,34.0821260477041,33.3742181356851,32.2826606700947
"31",15,32.2690828473944,31.8095245361328,31.8180167549535,32.1215486024555,32.543632607711,33.0560550689697,33.5753090758073,34.0807401506524,34.4891531843888,34.542304239775,34.0667407889115,33.1467049749274
"32",12.5,33.1317423268368,32.7239850445798,32.7441585440385,33.011428657331,33.3924020466052,33.8067918576692,34.158595085144,34.4907439382453,34.8194873207494,34.9457336225008,34.6704595967343,33.9146239130121
"33",10,33.6510706198843,33.2730065395958,33.3298972782336,33.6456160043415,34.0316663792259,34.3963489783438,34.619233758826,34.7607083571585,34.9435870020013,35.0954707798205,35.0132553200973,34.3845908014398
"34",7.5,34.0824341837565,33.7365511576335,33.810292485555,34.1371688842773,34.4907607777913,34.7351487731934,34.7720937093099,34.7092216491699,34.7768238830566,34.9830639648438,35.092202351888,34.7155619557699
"35",5,34.4095226658715,34.1384978294373,34.2278689808316,34.5311585797204,34.8349172274272,34.9409226841397,34.8273943265279,34.6183728112115,34.6132870780097,34.8137121200562,34.9752510388692,34.8318051232232
"36",2.5,34.4117237197028,34.1488982571496,34.2511927021874,34.5796540313297,34.8623512585958,34.8500538931953,34.5781390931871,34.2466737429301,34.1909446451399,34.37924612893,34.5779732598199,34.6087827682495
"37",0,34.2449542380668,34.1084676948754,34.2349960997298,34.4858562881882,34.6418922011917,34.4618877204689,33.9881851093189,33.5669204351064,33.5031915870873,33.7376783474072,34.0279469361176,34.2084789276123
"38",-2.5,34.6192874908447,34.613717903962,34.6722083220611,34.8513027912862,34.9724473695497,34.6996313559042,34.1038178624334,33.5917030798422,33.5153648273365,33.7896060943604,34.1650579813364,34.4394817352295
"39",-5,34.8661222715636,34.941728488819,34.9883222837706,35.1585350036621,35.2982769527951,34.9368523778142,34.2305508690911,33.6403212160678,33.5420713682432,33.8466593768146,34.3056170489337,34.6563900612496
"40",-7.5,34.9391231536865,35.0196232151341,35.0905150336188,35.2926197052002,35.3909997166814,34.8254979623331,33.9878893671809,33.381636464918,33.3011674107732,33.6326753255483,34.1794442614994,34.6789219830487
"41",-10,34.9667165086076,35.0376460616653,35.1040166906408,35.3388235246813,35.2698348792824,34.4304647961178,33.4992113886653,32.8998987094776,32.8314602826093,33.1975580937154,33.8212325637405,34.500563647296
"42",-12.5,34.76935983959,35.0128352516576,35.0977042850695,35.3077042730231,34.9439656107049,33.8856877276772,32.8997045316194,32.2805833816528,32.1812907269126,32.547477471201,33.2195365052474,34.0266071118807
"43",-15,34.4210404482755,34.9333976646522,35.1085761429428,35.187613400546,34.5277300995666,33.364812033517,32.3473644752007,31.6905320898279,31.5536849529712,31.9025735978956,32.6091920679266,33.5001978440718
"44",-17.5,34.0099435219398,34.7627704815987,35.0327052581005,34.8925063548944,34.0059762856899,32.7597647691384,31.6793236854749,30.9740595206236,30.8076196083656,31.1676309292133,31.9419434620784,32.9425286268577
"45",-20,33.6039548704896,34.4990912087356,34.8043925852715,34.4750321545178,33.4289599309994,32.0898212964022,30.9285180538516,30.1680527699145,29.9690641572204,30.3517028712019,31.2215094023113,32.3775355182117
"46",-22.5,33.2662923600939,34.2204484115412,34.4844300305402,33.9552675412025,32.7348147733712,31.2614709124153,29.9997841399393,29.1985641291112,28.9961553032016,29.4448043917432,30.4788505883864,31.8633981163119
"47",-25,33.0422227859497,34.0248227596283,34.1890703439713,33.4394841194153,32.0214147090912,30.4235592603683,29.0821201324463,28.2436068296432,28.0360695362091,28.5639140844345,29.7842752456665,31.4386888504028
"48",-27.5,32.6990936791025,33.73182301405,33.7909679878049,32.8434507323474,31.2288741600223,29.5111000712325,28.1012809799939,27.2327934358178,27.0410146480653,27.6557037074391,29.0359429382696,30.9039987238442
"49",-30,32.207418349852,33.3496541172625,33.3279195578702,32.1802616349186,30.3706610576216,28.5309660118746,27.0510459807982,26.1414003487093,25.9636880575892,26.6442770211093,28.1532365270408,30.2039856278753
"50",-32.5,31.5236824219485,32.7999660308103,32.719228790467,31.3833460980151,29.374639419188,27.3890253319798,25.8249899622906,24.8671711381659,24.6897890251803,25.4303967579302,27.0710324206984,29.3151610500841
"51",-35,30.7282980680466,32.099463558197,31.9381972312927,30.4813634395599,28.3730177879333,26.281206870079,24.6693443059921,23.6974338054657,23.4942867994308,24.1878283977509,25.8624786138535,28.2839926719666
"52",-37.5,29.6472895940145,31.1144255369137,30.9311316074469,29.3917351013575,27.180977161114,25.0123031078241,23.378794547839,22.4129786124596,22.1878889768552,22.8174033042712,24.4855779256576,27.0262413269434
"53",-40,28.4863422490373,30.0021926300435,29.7616306498081,28.1721050890186,25.9370788622506,23.7762611485735,22.1838701706898,21.2471827494947,20.9995133605184,21.5447297398048,23.1562223555167,25.7429120027566
"54",-42.5,27.2889798402786,28.8267903804779,28.5073987483978,26.8816961526871,24.6549831628799,22.5539242744446,21.0394546747208,20.1492726802826,19.8915640830994,20.3601353883743,21.8837713718414,24.4554036855698
"55",-45,26.0480682611465,27.6094154834747,27.1867563724518,25.5304464101791,23.3480927228928,21.3384413480759,19.9086184978485,19.0679366588593,18.8066555261612,19.1964986562729,20.6065175056458,23.1452529907227
"56",-47.5,24.5465788056579,26.1356503208981,25.5761470553241,23.8231215175194,21.6654452553278,19.7414365599427,18.3817363932163,17.5758483258984,17.2943312367306,17.6216908104812,18.9803917317451,21.5325218635269
"57",-50,23.1808425323873,24.7576580771917,24.0277121097227,22.1220101948026,19.9894203958632,18.1659593461435,16.8872056671336,16.1214019558098,15.8336241034013,16.1485876855971,17.5035506743419,20.0841091011144
"58",-52.5,22.0370783620066,23.6124801388035,22.726245880127,20.6398570073115,18.480265728839,16.7155950967368,15.499789559996,14.7920255289449,14.557038406273,14.8934969963965,16.2530597835392,18.8649782205557
"59",-55,21.1316599369049,22.7143486499786,21.7113719940186,19.4344280958176,17.2240478873253,15.477417910099,14.2695583224297,13.5594388246536,13.3289837479591,13.7190939426422,15.1711605191231,17.8960066080093
"60",-57.5,20.3778005100432,21.9570773669652,20.8702064695812,18.4279478163946,16.1897644769578,14.5041230519613,13.3910166990189,12.7572232314519,12.5317773364839,12.8573688666026,14.2737967854454,17.0765435809181
"61",-60,19.7233991000963,21.2755667023037,20.1296721541363,17.5562395012897,15.2578926708387,13.6286413773246,12.6185832230941,12.0634939774223,11.8519502308058,12.1288291682368,13.4889405188353,16.3620058246281
"62",-62.5,19.2138477024279,20.745326393529,19.5033706263492,16.7842762194182,14.3489082938746,12.6837757411756,11.6985269847669,11.208585016351,11.0355543688724,11.2702278839914,12.6690043599982,15.7478623139231
"63",-65,18.9250657906693,20.345431017072,18.9850534053331,16.110134371211,13.5255584609642,11.7770834826352,10.8061036152786,10.3630150516381,10.2082143794285,10.4053978544942,11.8903097195572,15.3483200609014
"64",-67.5,18.0766559628879,19.5311670303345,18.1456634998322,15.2060189808116,12.6727606689229,11.0136754372541,10.109659798005,9.68776892914492,9.53296213290271,9.67348722149344,11.0540553541744,14.5185731439029
"65",-70,17.6862578051431,19.0621172360011,17.5261688913618,14.5336365870067,12.0141631875719,10.3752404281071,9.45771083661488,9.00520357063838,8.82040911912918,8.89313037054879,10.2453653897558,13.9635592017855
"66",-72.5,17.609248775906,18.9459724002414,17.137092060513,13.9642922931247,11.4238232400682,9.79884912702772,8.85478168063694,8.32414080301921,8.04212266074287,8.06710797945658,9.57625032001071,13.7351050059001
"67",-75,18.5444663854746,19.7149073527409,17.1951479911804,13.5957752007705,10.9928324039166,9.42157318041875,8.55859452027541,8.0352911398961,7.74905138749343,7.83924137628995,9.54104298811692,14.3981186059805
"68",-77.5,19.7741942087809,20.4761833190918,16.9759149551392,12.798001797994,10.115749168396,8.51410258611043,7.49209232330322,6.76763167381287,6.33089548746745,6.48950680096944,9.03502086003621,15.1873086929321
"69",-80,20.9720897674561,20.6431550979614,15.4325475692749,9.72508955001831,6.00049304962158,3.71945405006409,2.21279513835907,1.20821577310562,0.610867768526077,1.05345612764359,5.33257675170898,14.3613209724426
"70",-82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",-87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
