"","lat","1","2","3","4","5","6","7","8","9","10","11","12"
"1",90,4.0052170753479,2.98940873146057,2.27312707901001,1.95094418525696,3.02725481987,7.71648073196411,14.5048265457153,16.4230136871338,13.4735345840454,9.83722686767578,7.26689195632935,5.41826152801514
"2",87.5,3.97279579937458,2.94412941733996,2.22244334965944,1.89763718967636,2.92144885162512,7.52265708148479,14.2059840460618,16.2712244590123,13.4496326943239,9.85041067004204,7.27293307085832,5.40242630243301
"3",85,3.85307065645854,2.79038158555826,2.05509417131543,1.74722995484869,2.8128914758563,7.38721124331156,13.9343415697416,16.2563354372978,13.5357350011667,9.92203253507614,7.27600648005803,5.33418819308281
"4",82.5,3.47441734658911,2.3970118887881,1.69549496503586,1.47232416335573,2.69327196922708,7.40692564781676,13.8445335246147,16.3303419579851,13.5881473054277,9.88071364544808,7.07308084406751,5.02011542370979
"5",80,2.85903779442391,1.73765881706992,1.04785831942317,0.950388221760814,2.47918259092931,7.76060339574064,14.3929992418611,16.6373935656601,13.5134511583307,9.56603454204088,6.60928209711996,4.47318701529771
"6",77.5,3.06398086604618,1.68236990272999,0.850823828684432,0.828731292415233,2.81213489210322,9.02921492712838,16.1132847013928,17.6464447748093,14.2363945188976,10.0807594344729,7.05972556840806,4.86460658482143
"7",75,4.31719439370292,2.63222520692008,1.46669836342335,1.38602855801582,3.51682204859597,9.37778806686401,16.175204208919,17.8259701047625,15.133848122188,11.3172505242484,8.4464659009661,6.25256081989833
"8",72.5,5.14659378263685,3.57184138894081,2.48963280104929,2.53791967944966,4.92920198705461,11.1307014889187,17.8236722946167,19.0383297602336,16.1251056459215,12.1404012044271,9.1429320441352,6.99759236971537
"9",70,6.27561523914337,4.89093065559864,4.07650991678238,4.32113044261932,6.88346769809723,12.8210103034973,18.9138548851013,20.1256867408752,17.358712720871,13.3866968154907,10.2788141727448,8.04525456428528
"10",67.5,9.00587939179462,8.03182253630265,7.53523750279261,7.80887956722923,9.95226273329362,14.8037804727969,19.6586406541907,21.172652700673,19.2358128091563,15.7251233225283,12.6605561297873,10.4977161573327
"11",65,9.96009334441154,9.0174794543174,8.63379843533039,9.05430668207907,11.3254670173891,15.7232303004111,20.0043789032967,21.6777449577085,20.2237721104776,16.9648659921462,13.812635021825,11.5329126234977
"12",62.5,10.5556360294944,9.64696931838989,9.24977340510017,9.67904476742995,11.8667955649526,16.0252039808976,20.0956421902305,21.8756048302901,20.6012167177702,17.4633249734577,14.3431600520485,12.0828618501362
"13",60,10.9450072924296,9.93845264911652,9.53731763892704,10.0421695126428,12.1718675295512,16.1853207482232,20.1512569003635,22.0871871524387,20.8816585964627,17.7678718566895,14.7464128918118,12.5252969953749
"14",57.5,11.980678051076,11.0237482557905,10.665365107516,11.2060645590437,13.2249378143473,16.9262347322829,20.6897120374314,22.6318790354627,21.6253860554797,18.6498187247743,15.6787379650359,13.50688995199
"15",55,12.8060659246242,11.9214308819872,11.6856005648349,12.3417119066766,14.3842912227549,17.9960697052327,21.7044238232552,23.586345104461,22.6210045104331,19.7029580055399,16.6700662856406,14.3747366032702
"16",52.5,13.9815214824677,13.0711581039429,12.8319553279877,13.5697756004333,15.6829438018799,19.2414402770996,22.8881168746948,24.7434447097778,23.7969150543213,20.9190426254272,17.9277187919617,15.6011931800842
"17",50,15.0572595249523,14.0223687085238,13.7206890452992,14.4867003180764,16.6925739981911,20.2984623302113,23.9144336006858,25.8416988026012,24.9062743100253,22.0994857788086,19.1707427284934,16.8084864703092
"18",47.5,16.4957951328211,15.4172072159617,15.1396366922479,15.941568926761,18.1497004157618,21.6579181604218,25.1128806733249,26.9787944659852,26.1902518021433,23.6055565214994,20.764868987234,18.3330485862598
