"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"148",3.3193313077783,3.07269240195388,3.05001273336789,3.10651583265242,4.20996974576388,6.19855818354728,8.55333831817504,10.2453536355732,9.83716714145332,7.76724115428546,5.66114039028322,4.24475849583276
"149",3.2514365509051,2.96376970103232,2.97780883629002,2.98833246337769,4.0252864287824,5.96143680081076,8.31071754033063,9.96697226511378,9.48836841388625,7.40543931600999,5.3576069664793,4.07799163937163
"150",3.37420236468211,3.02704402149669,3.05071428412599,3.11757401952437,3.90749093167373,5.67953016558912,7.81268515715848,9.42951721753647,8.98295730530326,7.07134388142557,5.24955495869491,4.00154526731861
"151",3.21857374043108,2.96333327092161,2.96280346499216,3.12810907981176,3.75544336171158,5.28215282236304,7.29581525469216,8.76471255872851,8.32020353491061,6.43748503254953,4.75168607014919,3.69506943337271
"152",3.12967014846464,2.95199353713542,2.94079006791267,3.18053335736309,3.80096612896663,5.3123974864586,7.36733518497875,8.69096103310585,8.09366779487867,6.22597155204186,4.62390181336265,3.71694326866418
"153",3.3375546805475,3.18079713757696,3.23761734805316,3.39180289029047,4.03132916867048,5.65214669087838,7.7405461908757,8.83672229722999,8.17141287080173,6.29959922275324,4.73235173091217,3.88778055322239
"154",3.31524711622767,3.25080136531224,3.27050532502671,3.27795645199104,3.88507506588142,5.4822047922301,7.38507461180426,8.42155431394708,7.81804534507124,6.06991149709649,4.65923778976199,3.8839161090859
"155",3.0742694174034,3.0142662173299,2.90935738110726,2.87493421620541,3.40872103418561,5.04030220059381,6.90539563479631,7.78350717326005,7.18696245767068,5.63749287530537,4.20639780383773,3.55300917633998
"156",3.02078454493213,2.72352815261584,2.49117389068765,2.41090016142797,3.39554423422126,4.7881790202553,6.62797198861332,7.4309854422838,7.00776561438027,5.45172220998901,4.29476389099481,3.63036221404702
"157",2.68327064800166,2.49950821885479,2.22997548262919,2.04751546572774,2.95559177139113,4.33221195277668,6.07718884031619,6.7889134173672,6.31254932188219,4.84412534486863,3.91942613752138,3.34451950581804
"158",1.96028535740207,1.7826098639896,1.45732173327512,1.31023072238094,2.24593014000119,3.72591681497684,5.62096421183019,6.49237054759178,5.92621438399605,4.36203331413908,3.24513056485549,2.80101392191389
"159",1.19903973176291,1.03838748834709,0.787737741465925,0.659684987505898,1.4571221072815,3.03103800534614,4.76437054731344,5.79420593547586,5.34064184820378,3.78730497712662,2.46841354903422,1.84782527509685
"160",0.8383869682862,0.717142608806942,0.490211717332854,0.446208672880223,1.02487918610374,2.74708051761292,4.70292057362244,5.78116022516983,5.37295172401149,3.81194349739588,2.25466301079576,1.60677858495219
"161",0.143859992424647,0.0240738496208697,-0.0877120299082176,-0.175834516215509,0.234323576756211,1.63848909008274,3.38681254175559,4.28445750247958,3.92206293548719,2.29921919898757,1.05552279514229,0.589254104136641
"162",0.137803185348575,0.00649361570139189,-0.0579085501414296,-0.125780713930726,0.267478577490594,1.34289490911996,2.81568344664332,3.70596169820307,3.44254146526376,1.99475534678613,0.97780550978071,0.56005242445783
"163",-0.207984767123765,-0.318490251643108,-0.349342702531858,-0.452764466130996,-0.117861190956889,0.766229696699656,2.12891539335867,2.96810522185371,2.72372264595926,1.41399916427612,0.481571259296627,0.0976736721053135
"164",-0.502302542717225,-0.596745813379316,-0.621226470006475,-0.75503761361162,-0.490844155958646,0.275779467163502,1.47018877276337,2.30591011767257,2.00303472301162,0.854722350900871,0.0341665384453197,-0.299121062583941
"165",-0.75746065063172,-0.853238058959197,-0.873393591805046,-1.03905367232007,-0.839809452402461,-0.105834031004488,0.952955816364086,1.80033075591304,1.38214234808883,0.337901706009569,-0.353564232647182,-0.668137822196303
"166",-0.845293256106966,-0.974521500630337,-0.989523648039291,-1.16594711420322,-1.00504693837036,-0.399265707480689,0.757691927356319,1.51534920416644,1.0029865286411,0.0944422308004282,-0.46483654192273,-0.780467862639119
"167",-1.03478526374122,-1.19989085110186,-1.18518290956047,-1.34610362213199,-1.25921694608797,-0.746524795834092,0.396545410280492,1.07908314814744,0.581450250111285,-0.212057735774854,-0.778414338292992,-0.972236060455222
"168",-1.23322612229243,-1.36492937045558,-1.34236442840324,-1.47611458118794,-1.44850963371683,-1.00709065726413,-0.00566404609971697,0.524279847235342,0.0473894623442079,-0.688875101633229,-1.10633544847852,-1.21498446444858
"169",-1.33229711642932,-1.46867163704028,-1.44757175713127,-1.54864215626654,-1.54510846397366,-1.22106536884334,-0.3748386185838,0.0632717803431054,-0.340112312766169,-0.995005527052969,-1.29469977251239,-1.37207675826484
"170",-1.41498681138686,-1.52211929935034,-1.53712490960779,-1.58769696790278,-1.57923005216501,-1.32694281784913,-0.723747201878651,-0.38261518748836,-0.794321788290862,-1.24426914233228,-1.40029234539261,-1.45133748329557
"171",-1.42388224653315,-1.54132745058799,-1.59443720128418,-1.61731654185463,-1.58626529883039,-1.37981703645773,-0.975290096287947,-0.688983313939419,-1.04662319468257,-1.32831133403315,-1.42970017747653,-1.51639232655972
"172",-1.44583686299243,-1.55647542057214,-1.64066927405419,-1.68058749393181,-1.63532445844677,-1.44052111876922,-1.20034964148783,-0.894358380387227,-1.27562349242745,-1.43109311947978,-1.47460734795227,-1.56814786427551
"173",-1.52905560327499,-1.57888576779703,-1.69363492867762,-1.70122253613841,-1.66680152749373,-1.5147962734189,-1.3809523002718,-1.12241906779332,-1.47124590293225,-1.51714368631141,-1.52990759041173,-1.62236701438724
"174",-1.59593790309719,-1.60015235633454,-1.6857568366945,-1.70314757866392,-1.62657098859018,-1.59864983112946,-1.49916814484299,-1.28919196932076,-1.56471888530856,-1.57380659484722,-1.57979571076458,-1.6576109604595
"175",-1.63117528855801,-1.62142739892006,-1.70567928949992,-1.72518515189489,-1.66463415142563,-1.64332570599185,-1.53067759507232,-1.39824629351497,-1.61068787210517,-1.60292951183187,-1.60329179002179,-1.65756931768523
"176",-1.65309690568182,-1.63983026213116,-1.69595023459858,-1.72034823149443,-1.67048798733287,-1.68144840068287,-1.57429912454552,-1.47707586917612,-1.64496284623941,-1.62810346119934,-1.62664634651608,-1.6656132347054
"177",-1.6642998708619,-1.63818501234055,-1.68824384576745,-1.73082140220536,-1.67012781964408,-1.70512867801719,-1.59842173556487,-1.54013526406553,-1.66727145844036,-1.65132387214237,-1.64713451166948,-1.67243887053596
"178",-1.66992248627875,-1.65441465013557,-1.67594928774569,-1.72787804040644,-1.66740109622478,-1.72108898626433,-1.61422190070152,-1.58365109364192,-1.68174318042066,-1.66842154065768,-1.66358495487107,-1.68105736772219
"179",-1.67199818061458,-1.64973092608982,-1.66590532196893,-1.72544684443209,-1.66429295473629,-1.72891948289341,-1.62483326031102,-1.61094606982337,-1.69671362241109,-1.68605901201566,-1.67468770874871,-1.6888808750444
"180",-1.67209994792938,-1.64680004119873,-1.6637099981308,-1.72491002082825,-1.66250002384186,-1.7335000038147,-1.62850999832153,-1.62110996246338,-1.70870995521545,-1.70320999622345,-1.67911005020142,-1.69401001930237
