"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",NA
"11",33.0046272277832
"12",32.538785349528
"13",32.0729434712728
"14",31.7345532089625
"15",31.523614562597
"16",31.3126759162316
"17",31.1896988860562
"18",31.0667218558809
"19",30.9787878392235
"20",30.925896836084
"21",30.8730058329446
"22",30.9347453754489
"23",30.9964849179532
"24",31.11282485261
"25",31.2837651794191
"26",31.4547055062283
"27",31.5921030808623
"28",31.7295006554963
"29",31.8896310653949
"30",32.072494310558
"31",32.2553575557211
"32",32.4929381295514
"33",32.7305187033817
"34",32.9922057619549
"35",33.277999305271
"36",33.563792848587
"37",33.8960098939128
"38",34.2282269392385
"39",34.5707667619015
"40",34.9236293619016
"41",35.2764919619017
"42",35.6734871007219
"43",36.0704822395421
"44",36.4687359120574
"45",36.8682481182677
"46",37.2677603244781
"47",37.6435747241973
"48",38.0193891239166
"49",38.3891967391967
"50",38.7529975700378
"51",39.1167984008789
"52",39.4441488608336
"53",39.7714993207883
"54",40.0721602456998
"55",40.3461316355681
"56",40.6357119083405
"57",40.8428909077702
"58",41.0500699071999
"59",41.2440338042845
"60",41.424782599024
"61",41.6055313937635
"62",41.7579044224338
"63",41.9102774511041
"64",42.0630493080325
"65",42.2162199932192
"66",42.3693906784058
"67",42.4854018095982
"68",42.6014129407906
"69",42.7100633564284
"70",42.8113530565117
"71",42.9126427565949
"72",42.984241745109
"73",43.0558407336231
"74",43.1196139076174
"75",43.1755612670919
"76",43.2856841644683
"77",43.3822121352263
"78",43.4787401059842
"79",43.5606619377733
"80",43.6279776305935
"81",43.6952933234137
"82",43.697230715365
"83",43.6991681073163
"84",43.6907043869431
"85",43.6718395542454
"86",43.6529747215477
"87",43.555897027093
"88",43.4588193326383
"89",43.300308433739
"90",43.0803643303949
"91",42.8604202270508
"92",42.8205181333754
"93",42.7806160397
"94",42.7308807796902
"95",42.7050892935859
"96",42.8446578979492
"97",42.8833768552144
"98",42.9517930717468
"99",42.9941912517882
"100",43.0105713953386
"101",43.026951538889
"102",42.8957479376542
"103",42.7645443364193
"104",42.6141692211753
"105",42.4446225919222
"106",42.275075962669
"107",42.1367917696418
"108",41.9985075766146
"109",41.8850443173694
"110",41.7964019919061
"111",41.770575761795
"112",41.7616708867344
"113",41.7527660116737
"114",41.745429194886
"115",41.7396604363712
"116",41.7338916778564
"117",41.6928820000166
"118",41.6518723221767
"119",41.5880865403164
"120",41.5015246544355
"121",41.4149627685547
"122",41.2148037884687
"123",41.0146448083826
"124",40.8020229923833
"125",40.5769383404706
"126",40.3518536885579
"127",40.1118177106303
"128",39.8717817327028
"129",39.6327426174025
"130",39.3947003647296
"131",39.1566581120567
"132",38.8369249431395
"133",38.5171917742224
"134",38.2309371078788
"135",37.9781609441088
"136",37.7861321994237
"137",37.5620219785169
"138",37.3379117576102
"139",37.1092504228169
"140",36.876037974137
"141",36.6428255254572
"142",36.3415653714267
"143",36.0403052173962
"144",35.7435153717691
"145",35.4511958345454
"146",35.1588762973217
"147",34.9476702750997
"148",34.7364642528777
"149",34.560039962516
"150",34.4183974040146
"151",34.2767548455132
"152",34.0555623292086
"153",33.834369812904
"154",33.6629329053169
"155",33.5412516064474
"156",33.4195703075778
"157",33.330847329545
"158",33.2421243515122
"159",33.1540617876468
"160",33.0666596379487
"161",32.9792574882507
"162",32.7554982354906
"163",32.5317389827305
"164",32.3266728931003
"165",32.1402999666002
"166",31.9539270401001
"167",31.9089535395304
"168",31.8639800389607
"169",31.764426386401
"170",31.6102925818511
"171",31.4561587773012
"172",31.3071765558588
"173",31.1581943344163
"174",31.0354703019696
"175",30.9390044585187
"176",30.8425386150678
"177",30.7900772452354
"178",30.7376158754031
"179",30.7311988353729
"180",30.770826125145
"181",30.810453414917
