"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",NA
"11",8.44429111480713
"12",9.16822953542072
"13",9.89216795603431
"14",10.4943239642412
"15",10.9746975600413
"16",11.4550711558415
"17",11.8463173059317
"18",12.2375634560218
"19",12.501432122503
"20",12.6379233053753
"21",12.7744144882475
"22",12.9474014873265
"23",13.1203884864054
"24",13.2999745481785
"25",13.4861596726458
"26",13.672344797113
"27",13.9690711455568
"28",14.2657974940006
"29",14.5372416843702
"30",14.7834037166657
"31",15.0295657489611
"32",15.2920193435243
"33",15.5544729380874
"34",15.8676469217028
"35",16.2315412943704
"36",16.595435667038
"37",17.0904475275263
"38",17.5854593880146
"39",18.076868266172
"40",18.5646741619985
"41",19.052480057825
"42",19.6834537047374
"43",20.3144273516498
"44",20.9453373755081
"45",21.5761837763122
"46",22.2070301771164
"47",22.6929312753678
"48",23.1788323736191
"49",23.6752379555039
"50",24.182148021022
"51",24.6890580865401
"52",25.2322310586673
"53",25.7754040307946
"54",26.3175136209145
"55",26.8585598290272
"56",27.3996060371399
"57",27.851959181866
"58",28.3043123265921
"59",28.7667038745191
"60",29.2391338256468
"61",29.7115637767746
"62",30.0999136759679
"63",30.4882635751612
"64",30.8615008276264
"65",31.2196254333635
"66",31.5777500391006
"67",31.9356228168511
"68",32.2934955946016
"69",32.655427723375
"70",33.0214192031715
"71",33.3874106829679
"72",33.7289133838925
"73",34.070416084817
"74",34.4090884777454
"75",34.7449305626777
"76",35.08077264761
"77",35.38744714441
"78",35.6941216412099
"79",35.9981035685641
"80",36.2993929264725
"81",36.6006822843809
"82",36.8104863037934
"83",37.0202903232059
"84",37.1826034752098
"85",37.2974257598052
"86",37.4122480444006
"87",37.4297439987595
"88",37.4472399531184
"89",37.4561883359342
"90",37.4565891472069
"91",37.4569899584796
"92",37.6921242178381
"93",37.9272584771966
"94",38.1189180162217
"95",38.1647220929464
"96",38.0970446798537
"97",37.9020922864279
"98",37.707139893002
"99",37.5018013273541
"100",37.2781284518325
"101",37.0471543261879
"102",36.7522427307932
"103",36.4573311353985
"104",36.113378861076
"105",35.7203859078257
"106",35.3273929545754
"107",34.8630493143855
"108",34.3987056741956
"109",33.9598883744029
"110",33.5465974150076
"111",33.1333064556122
"112",32.7608710815288
"113",32.3884357074455
"114",32.0188859418586
"115",31.6522217847683
"116",31.2855576276779
"117",30.913143630381
"118",30.5407296330841
"119",30.1882917888076
"120",29.8558300975517
"121",29.5233684062958
"122",29.0968804542438
"123",28.6703925021919
"124",28.1978073145111
"125",27.6791248912014
"126",27.1604424678918
"127",26.6306673435871
"128",26.1008922192824
"129",25.5446957048611
"130",24.962077800323
"131",24.3794598957849
"132",23.7537830042323
"133",23.1281061126797
"134",22.4948456915323
"135",21.85400174079
"136",21.2131577900478
"137",20.5129293623425
"138",19.8127009346372
"139",19.1320668457494
"140",18.4710270956791
"141",17.8099873456088
"142",17.2147381425337
"143",16.6194889394586
"144",16.0451796769487
"145",15.4918103550038
"146",14.938441033059
"147",14.5468196665987
"148",14.1551983001384
"149",13.7760683965119
"150",13.4094299557192
"151",13.0427915149265
"152",12.9132961761742
"153",12.7838008374219
"154",12.5985899952757
"155",12.3576636497355
"156",12.1167373041953
"157",11.7659307857048
"158",11.4151242672143
"159",10.8257947554796
"160",9.99794225050057
"161",9.17008974552155
"162",8.70643953058455
"163",8.24278931564755
"164",7.86985973100814
"165",7.58765077666631
"166",7.30544182232448
"167",7.08364424932571
"168",6.86184667632694
"169",6.79135198098189
"170",6.86698451794807
"171",6.86614381061511
"172",7.02594685389213
"173",7.18574989716915
"174",7.30349171284243
"175",7.37917230091196
"176",7.4548528889815
"177",7.48758318225543
"178",7.52031347552936
"179",7.54230838616689
"180",7.55356791416804
"181",7.56482744216919
